id,tweet_id,time,count,accu_count,exposed_user_count
212555751,536729769631842300,2014-11-28 06:25:23-05,6,64682,11072
212555752,536729769631842300,2014-11-28 06:55:23-05,6,64688,8189
212555753,536729769631842300,2014-11-28 07:25:23-05,5,64693,4288
212555754,536729769631842300,2014-11-28 07:55:23-05,1,64694,23
212555755,536729769631842300,2014-11-28 08:25:23-05,4,64698,5032
212555756,536729769631842300,2014-11-28 08:55:23-05,10,64708,8923
212555757,536729769631842300,2014-11-28 09:25:23-05,10,64718,19927
212555758,536729769631842300,2014-11-28 09:55:23-05,10,64728,34131
212555759,536729769631842300,2014-11-28 10:25:23-05,6,64734,3158
212555760,536729769631842300,2014-11-28 10:55:23-05,9,64743,49111
212555761,536729769631842300,2014-11-28 11:25:23-05,14,64757,5449
212555762,536729769631842300,2014-11-28 11:55:23-05,9,64766,13168
212555763,536729769631842300,2014-11-28 12:25:23-05,7,64773,3977
212555764,536729769631842300,2014-11-28 12:55:23-05,6,64779,3362
212555765,536729769631842300,2014-11-28 13:25:23-05,3,64782,11917
212555766,536729769631842300,2014-11-28 13:55:23-05,7,64789,1701
212555767,536729769631842300,2014-11-28 14:25:23-05,4,64793,14269
212555768,536729769631842300,2014-11-28 14:55:23-05,6,64799,11689
212555769,536729769631842300,2014-11-28 15:25:23-05,9,64808,6044
212555770,536729769631842300,2014-11-28 15:55:23-05,13,64821,10532
212555771,536729769631842300,2014-11-28 16:25:23-05,6,64827,2667
212555772,536729769631842300,2014-11-28 16:55:23-05,6,64833,6041
212555773,536729769631842300,2014-11-28 17:25:23-05,3,64836,2143
212555774,536729769631842300,2014-11-28 17:55:23-05,5,64841,14888
212555775,536729769631842300,2014-11-28 18:25:23-05,4,64845,1238
212555776,536729769631842300,2014-11-28 18:55:23-05,2,64847,1199
212555777,536729769631842300,2014-11-28 19:25:23-05,5,64852,11706
212555778,536729769631842300,2014-11-28 19:55:23-05,8,64860,8121
212555779,536729769631842300,2014-11-28 20:25:23-05,6,64866,1982
212555780,536729769631842300,2014-11-28 20:55:23-05,4,64870,1492
212555781,536729769631842300,2014-11-28 21:25:23-05,2,64872,1753
212555782,536729769631842300,2014-11-28 21:55:23-05,4,64876,6521
212555783,536729769631842300,2014-11-28 22:25:23-05,1,64877,173
212555784,536729769631842300,2014-11-28 22:55:23-05,4,64881,1708
212555785,536729769631842300,2014-11-28 23:25:23-05,5,64886,12873
212555786,536729769631842300,2014-11-28 23:55:23-05,4,64890,1929
212555787,536729769631842300,2014-11-29 00:25:23-05,5,64895,2400
212555788,536729769631842300,2014-11-29 00:55:23-05,6,64901,5242
212555789,536729769631842300,2014-11-29 01:25:23-05,1,64902,784
212555790,536729769631842300,2014-11-29 01:55:23-05,2,64904,2256
212555791,536729769631842300,2014-11-29 02:25:23-05,1,64905,2
212555792,536729769631842300,2014-11-29 02:55:23-05,3,64908,1622
212555793,536729769631842300,2014-11-29 03:25:23-05,5,64913,3741
212555794,536729769631842300,2014-11-29 03:55:23-05,3,64916,5755
212555795,536729769631842300,2014-11-29 04:25:23-05,5,64921,2621
212555796,536729769631842300,2014-11-29 04:55:23-05,4,64925,4094
212555797,536729769631842300,2014-11-29 05:25:23-05,3,64928,3313
212555798,536729769631842300,2014-11-29 05:55:23-05,6,64934,3140
212555799,536729769631842300,2014-11-29 06:25:23-05,5,64939,9068
212555800,536729769631842300,2014-11-29 06:55:23-05,4,64943,4601
212555801,536729769631842300,2014-11-29 07:25:23-05,8,64951,4401
212555802,536729769631842300,2014-11-29 07:55:23-05,5,64956,13474
212555803,536729769631842300,2014-11-29 08:25:23-05,4,64960,6034
212555804,536729769631842300,2014-11-29 08:55:23-05,5,64965,14470
212555805,536729769631842300,2014-11-29 09:25:23-05,6,64971,12044
